Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,country,state,total_population,gender,age,under_30,senior_citizen,partner,dependents,number_of_dependents,married,churn_value
Yes,3,69,no offer,Yes,14.69,Yes,Yes,Fiber Optic,6,No,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,105.35,7240.65,0.0,50,1013.61,8304.26,United States,California,23481,Female,51,No,No,Yes,No,0,Yes,0
Yes,2,70,Offer A,Yes,5.93,Yes,Yes,Fiber Optic,19,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.5,7397.0,0.0,0,415.1,7812.1,United States,California,66754,Female,47,No,No,Yes,Yes,1,Yes,0
No,0,55,Offer B,Yes,27.7,No,No,no internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.15,998.1,0.0,0,1523.5,2521.6,United States,California,1954,Female,31,No,No,Yes,Yes,1,Yes,0
No,0,5,no offer,Yes,27.35,No,Yes,Fiber Optic,27,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,84.85,415.55,0.0,20,136.75,572.3,United States,California,21349,Female,66,No,Yes,No,No,0,No,1
Yes,9,70,Offer A,Yes,3.51,No,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.85,1433.8,45.47,0,245.7,1634.03,United States,California,23742,Male,30,No,No,Yes,No,0,Yes,0
No,0,41,no offer,Yes,13.76,No,Yes,Cable,11,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,70.2,2894.55,0.0,0,564.16,3458.71,United States,California,39148,Male,44,No,No,No,Yes,1,No,0
No,0,25,no offer,Yes,1.36,No,No,no internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.9,527.5,0.0,0,34.0,561.5,United States,California,62784,Female,50,No,No,No,No,0,No,0
Yes,4,23,no offer,Yes,37.86,No,Yes,DSL,30,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,57.2,1423.35,0.0,0,870.78,2294.13,United States,California,1822,Male,59,No,No,Yes,Yes,2,Yes,0
No,0,27,no offer,Yes,10.55,No,Yes,DSL,29,Yes,Yes,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,52.85,1498.65,0.0,0,284.85,1783.5,United States,California,1220,Female,44,No,No,No,No,0,No,0
No,0,65,no offer,Yes,41.78,Yes,Yes,Fiber Optic,14,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,111.05,7107.0,0.0,0,2715.7000000000003,9822.7,United States,California,5451,Female,50,No,No,No,No,0,No,0
Yes,1,22,Offer D,Yes,37.7,No,No,no internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.25,488.25,0.0,0,829.4000000000001,1317.65,United States,California,5935,Male,50,No,No,Yes,Yes,2,Yes,0
No,0,52,Offer B,Yes,38.93,No,Yes,DSL,8,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.75,2535.55,0.0,0,2024.36,4559.91,United States,California,1177,Female,33,No,No,No,No,0,No,0
No,0,38,Offer C,Yes,6.71,Yes,Yes,Fiber Optic,11,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,95.1,3691.2,0.0,0,254.98,3946.18,United States,California,964,Male,47,No,No,No,No,0,No,0
No,0,3,no offer,Yes,5.63,No,Yes,Fiber Optic,15,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.15,194.2,0.0,0,16.89,211.09,United States,California,59289,Female,56,No,No,No,No,0,No,0
Yes,1,13,no offer,Yes,36.57,No,Yes,Fiber Optic,26,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.45,849.1,0.0,0,475.41,1324.51,United States,California,44692,Male,78,No,Yes,Yes,No,0,Yes,0
No,0,51,Offer B,Yes,18.07,Yes,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.75,1234.6,0.0,0,921.57,2156.17,United States,California,22479,Male,63,No,No,No,No,0,No,0
Yes,4,40,no offer,Yes,3.52,Yes,Yes,Fiber Optic,56,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.2,3292.3,0.0,0,140.8,3433.1000000000004,United States,California,61623,Male,55,No,No,Yes,Yes,3,Yes,0
No,0,18,Offer D,Yes,31.33,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.25,331.35,0.0,0,563.9399999999999,895.29,United States,California,8062,Male,50,No,No,No,No,0,No,0
Yes,2,23,Offer D,Yes,24.88,No,No,no internet,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.65,436.9,0.0,0,572.24,1009.14,United States,California,12083,Male,62,No,No,Yes,No,0,Yes,0
No,0,1,Offer E,Yes,4.67,No,Yes,Fiber Optic,11,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,80.15,80.15,0.0,0,4.67,84.82000000000001,United States,California,34055,Female,53,No,No,No,No,0,No,1
No,0,16,Offer D,Yes,17.8,Yes,Yes,Fiber Optic,5,No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,88.45,1422.1,0.0,140,284.8,1846.9,United States,California,5094,Female,44,No,No,No,No,0,No,1
Yes,1,72,Offer A,Yes,17.31,Yes,Yes,DSL,17,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,68.15,4808.7,0.0,0,1246.32,6055.02,United States,California,972,Male,56,No,No,Yes,No,0,Yes,0
Yes,2,32,no offer,Yes,24.04,Yes,Yes,Fiber Optic,22,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.85,3089.6,0.0,0,769.28,3858.88,United States,California,2355,Female,59,No,No,Yes,Yes,1,Yes,0
No,0,36,Offer C,Yes,42.51,No,Yes,Cable,52,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,79.2,2854.95,0.0,40,1530.36,4425.31,United States,California,26580,Male,27,Yes,No,No,No,0,No,0
No,0,68,Offer A,Yes,17.41,No,Yes,Cable,27,Yes,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,54.45,3674.95,0.0,0,1183.88,4858.83,United States,California,30779,Female,45,No,No,No,No,0,No,0
Yes,6,64,no offer,Yes,19.23,Yes,No,no internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,24.9,1595.5,0.0,0,1230.72,2826.2200000000003,United States,California,37090,Female,50,No,No,Yes,Yes,1,Yes,0
Yes,1,66,Offer A,Yes,48.77,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,102.45,6615.15,0.0,130,3218.82,9963.97,United States,California,3642,Female,41,No,No,Yes,No,0,Yes,1
Yes,10,26,no offer,Yes,45.28,No,No,no internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,20.05,505.9,0.0,0,1177.28,1683.1799999999998,United States,California,248,Male,49,No,No,Yes,No,0,Yes,0
Yes,1,17,Offer D,Yes,17.71,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.55,1515.1,0.0,0,301.07,1816.17,United States,California,37127,Male,42,No,No,Yes,No,0,Yes,1
No,0,6,Offer E,Yes,16.58,No,Yes,Fiber Optic,17,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Mailed Check,94.5,575.45,0.0,10,99.48,684.9300000000001,United States,California,16041,Male,53,No,No,No,No,0,No,1
No,0,26,Offer C,Yes,20.64,Yes,Yes,Fiber Optic,22,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.7,2193.0,0.0,0,536.64,2729.64,United States,California,38756,Female,37,No,No,No,No,0,No,0
Yes,3,59,no offer,Yes,41.09,Yes,Yes,Fiber Optic,16,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,99.5,5861.75,0.0,0,2424.3100000000004,8286.060000000001,United States,California,88230,Male,49,No,No,Yes,Yes,1,Yes,0
Yes,10,44,Offer B,Yes,43.7,No,Yes,DSL,75,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,56.25,2419.55,14.78,40,1922.8,4367.57,United States,California,269,Female,36,No,No,Yes,Yes,3,Yes,0
Yes,4,4,Offer E,Yes,9.98,Yes,Yes,Fiber Optic,51,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.95,384.5,0.0,0,39.92,424.42,United States,California,1436,Female,21,Yes,No,Yes,No,0,Yes,1
No,0,3,Offer E,Yes,49.76,No,Yes,Fiber Optic,3,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,79.25,267.6,0.0,10,149.28,426.88,United States,California,4552,Male,33,No,No,No,No,0,No,1
No,0,13,Offer D,Yes,21.36,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.3,279.3,0.0,0,277.68,556.98,United States,California,1447,Female,50,No,No,No,No,0,No,0
No,0,29,no offer,No,0.0,No,Yes,Cable,28,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,39.5,1082.75,0.0,0,0.0,1082.75,United States,California,8564,Female,47,No,No,No,No,0,No,0
Yes,6,72,no offer,No,0.0,No,Yes,DSL,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,65.5,4919.7,0.0,0,0.0,4919.7,United States,California,15187,Female,56,No,No,Yes,No,0,Yes,0
Yes,10,34,Offer C,Yes,35.29,Yes,Yes,Fiber Optic,47,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.45,3414.65,0.0,0,1199.86,4614.51,United States,California,25418,Female,20,Yes,No,Yes,No,0,Yes,0
No,0,46,Offer B,No,0.0,No,Yes,DSL,2,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,38.25,1755.35,0.0,0,0.0,1755.35,United States,California,38547,Male,40,No,No,No,No,0,No,0
Yes,9,62,Offer B,Yes,24.62,No,Yes,DSL,29,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,79.95,4819.75,0.0,0,1526.44,6346.1900000000005,United States,California,10558,Female,69,No,Yes,Yes,No,0,Yes,0
No,0,63,Offer B,Yes,15.62,Yes,Yes,DSL,18,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,83.0,5243.05,0.0,0,984.06,6227.110000000001,United States,California,44683,Female,71,No,Yes,No,No,0,No,0
No,0,1,no offer,Yes,34.79,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.1,19.1,0.0,0,34.79,53.89,United States,California,1573,Female,35,No,No,No,No,0,No,1
No,0,24,no offer,No,0.0,No,Yes,Cable,20,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,35.75,830.8,0.0,0,0.0,830.8,United States,California,25232,Male,44,No,No,No,No,0,No,0
Yes,7,70,no offer,Yes,2.5,Yes,Yes,Cable,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.15,6237.05,0.0,0,175.0,6412.05,United States,California,2644,Male,31,No,No,Yes,Yes,1,Yes,0
No,0,1,no offer,Yes,41.28,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.75,19.75,0.0,0,41.28,61.03,United States,California,37926,Female,59,No,No,No,No,0,No,0
Yes,1,16,no offer,Yes,6.82,Yes,Yes,Fiber Optic,7,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.95,1378.25,0.0,0,109.12,1487.37,United States,California,2536,Female,34,No,No,Yes,No,0,Yes,1
No,0,1,no offer,Yes,40.38,No,Yes,DSL,6,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.85,45.85,0.0,0,40.38,86.23,United States,California,26157,Male,71,No,Yes,No,No,0,No,0
Yes,8,41,Offer B,No,0.0,No,Yes,Cable,9,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,53.95,2215.4,0.0,0,0.0,2215.4,United States,California,607,Male,65,No,Yes,Yes,No,0,Yes,0
No,0,1,no offer,Yes,36.99,No,Yes,Cable,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.65,45.65,0.0,0,36.99,82.64,United States,California,16486,Female,43,No,No,No,No,0,No,1
No,0,56,no offer,No,0.0,No,Yes,DSL,23,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,44.85,2564.95,0.0,0,0.0,2564.95,United States,California,13472,Female,58,No,No,No,No,0,No,0
No,0,35,no offer,Yes,20.61,Yes,Yes,DSL,16,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.6,2094.9,0.0,0,721.35,2816.25,United States,California,26240,Male,48,No,No,No,No,0,No,0
Yes,6,19,no offer,Yes,46.91,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.2,382.2,0.0,0,891.29,1273.49,United States,California,56517,Female,47,No,No,Yes,Yes,2,Yes,0
No,0,13,Offer D,Yes,22.01,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.3,275.4,0.0,0,286.13,561.53,United States,California,27906,Female,27,Yes,No,No,No,0,No,0
No,0,18,Offer D,No,0.0,No,Yes,DSL,11,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,35.2,607.3,0.0,50,0.0,657.3,United States,California,23559,Female,45,No,No,No,No,0,No,0
No,0,62,no offer,Yes,48.93,Yes,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,23.4,1429.65,0.0,0,3033.66,4463.31,United States,California,25068,Male,43,No,No,No,No,0,No,0
No,0,7,Offer E,Yes,40.42,Yes,Yes,Cable,17,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,53.65,404.35,0.0,0,282.94,687.29,United States,California,40077,Female,46,No,No,No,No,0,No,0
No,0,48,no offer,No,0.0,No,Yes,Cable,23,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.8,2104.55,0.0,0,0.0,2104.55,United States,California,30852,Female,62,No,No,No,No,0,No,0
Yes,7,6,no offer,Yes,41.29,Yes,Yes,Fiber Optic,19,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,94.05,518.75,0.0,0,247.74,766.49,United States,California,26357,Female,39,No,No,Yes,Yes,2,Yes,0
No,0,64,no offer,Yes,4.99,No,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.05,1198.05,0.0,0,319.36,1517.41,United States,California,20675,Male,79,No,Yes,No,No,0,No,0
No,0,1,Offer E,Yes,17.27,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,71.55,71.55,0.0,0,17.27,88.82,United States,California,20893,Male,42,No,No,No,No,0,No,1
No,0,1,Offer E,Yes,17.25,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.65,19.65,0.0,0,17.25,36.9,United States,California,23146,Male,43,No,No,No,No,0,No,1
No,0,1,no offer,Yes,40.42,No,Yes,Cable,59,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.35,44.35,0.0,0,40.42,84.77000000000001,United States,California,4283,Female,27,Yes,No,Yes,Yes,3,Yes,1
No,0,10,no offer,Yes,15.45,No,Yes,Cable,22,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45.8,436.2,0.0,0,154.5,590.7,United States,California,18980,Male,34,No,No,No,No,0,No,0
No,0,1,Offer E,Yes,9.82,No,Yes,Cable,13,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.15,44.15,0.0,0,9.82,53.97,United States,California,35057,Female,45,No,No,No,No,0,No,0
Yes,5,33,no offer,Yes,4.15,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,669.45,0.0,0,136.95000000000002,806.4000000000001,United States,California,2515,Female,34,No,No,Yes,No,0,Yes,0
Yes,4,68,Offer A,Yes,41.46,Yes,Yes,DSL,30,Yes,No,No,Yes,No,No,No,No,One Year,No,Bank Withdrawal,58.25,3975.7,0.0,140,2819.28,6934.98,United States,California,2182,Female,49,No,No,Yes,No,0,Yes,0
No,0,26,Offer C,Yes,45.09,No,Yes,Fiber Optic,41,Yes,No,Yes,Yes,No,No,No,No,One Year,Yes,Credit Card,87.15,2274.1,0.0,20,1172.34,3466.44,United States,California,32685,Female,19,Yes,No,No,No,0,No,0
Yes,1,9,Offer E,No,0.0,No,Yes,DSL,15,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,24.1,259.8,0.0,0,0.0,259.8,United States,California,115,Male,53,No,No,Yes,No,0,Yes,1
No,0,1,no offer,No,0.0,No,Yes,DSL,13,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,25.35,25.35,0.0,0,0.0,25.35,United States,California,42733,Male,31,No,No,No,No,0,No,0
No,0,71,Offer A,Yes,23.41,Yes,Yes,DSL,53,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,85.45,6300.85,0.0,0,1662.11,7962.96,United States,California,43684,Male,57,No,No,Yes,Yes,3,Yes,0
No,0,3,no offer,Yes,2.98,No,Yes,Fiber Optic,3,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.9,260.9,0.0,0,8.94,269.84,United States,California,49657,Male,77,No,Yes,No,No,0,No,1
No,0,71,no offer,No,0.0,No,Yes,DSL,20,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,53.95,3888.65,0.0,0,0.0,3888.65,United States,California,1374,Male,46,No,No,No,No,0,No,0
Yes,1,6,Offer E,Yes,6.48,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,119.3,0.0,0,38.88,158.18,United States,California,972,Female,40,No,No,Yes,Yes,1,Yes,0
No,0,2,no offer,Yes,26.44,No,Yes,Fiber Optic,24,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.75,144.55,0.0,0,52.88,197.43,United States,California,384,Female,46,No,No,No,No,0,No,1
Yes,8,72,Offer A,No,0.0,No,Yes,DSL,12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,64.7,4746.05,0.0,140,0.0,4886.05,United States,California,960,Male,33,No,No,Yes,No,0,Yes,0
No,0,3,no offer,Yes,5.54,No,Yes,Fiber Optic,16,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,235.5,0.0,0,16.62,252.12,United States,California,74232,Female,69,No,Yes,No,No,0,No,1
No,0,59,Offer B,Yes,48.12,Yes,Yes,Fiber Optic,51,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,111.35,6519.75,0.0,0,2839.08,9358.83,United States,California,30742,Male,19,Yes,No,No,No,0,No,0
No,0,57,no offer,Yes,6.45,No,Yes,DSL,3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,74.3,4166.35,0.0,0,367.65,4534.0,United States,California,4158,Female,61,No,No,No,No,0,No,0
Yes,8,35,no offer,Yes,47.33,No,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.5,759.35,0.0,0,1656.55,2415.9,United States,California,26577,Male,42,No,No,Yes,Yes,1,Yes,0
Yes,1,43,no offer,Yes,26.1,Yes,Yes,DSL,17,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,66.25,2907.35,6.41,0,1122.3,4023.24,United States,California,47689,Male,42,No,No,Yes,No,0,Yes,0
Yes,1,49,Offer B,Yes,39.6,Yes,Yes,Fiber Optic,20,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,84.5,4254.85,0.0,0,1940.4,6195.25,United States,California,90891,Male,55,No,No,Yes,No,0,Yes,1
Yes,4,67,Offer A,Yes,7.2,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,94.65,6079.0,0.0,0,482.4,6561.4,United States,California,6503,Male,79,No,Yes,Yes,No,0,Yes,0
Yes,1,47,Offer B,Yes,17.54,Yes,Yes,Fiber Optic,59,No,Yes,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,83.35,4065.0,0.0,140,824.38,5029.38,United States,California,3535,Male,26,Yes,No,Yes,No,0,Yes,1
No,0,46,no offer,No,0.0,No,Yes,Cable,19,Yes,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,30.75,1489.3,0.0,0,0.0,1489.3,United States,California,18311,Male,44,No,No,No,No,0,No,0
No,0,5,no offer,Yes,32.91,No,Yes,Fiber Optic,24,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,78.75,426.35,0.0,10,164.54999999999998,600.9,United States,California,626,Male,32,No,No,No,No,0,No,0
Yes,1,72,Offer A,Yes,38.3,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,97.95,7114.25,0.0,0,2757.6,9871.85,United States,California,1884,Male,43,No,No,Yes,No,0,Yes,0
No,0,48,no offer,Yes,13.03,No,Yes,DSL,5,Yes,Yes,No,No,No,No,No,Yes,Two Year,No,Credit Card,55.5,2627.35,0.0,0,625.4399999999999,3252.79,United States,California,23506,Female,58,No,No,No,No,0,No,0
No,0,12,Offer D,Yes,35.8,Yes,Yes,Fiber Optic,25,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.3,909.25,0.0,0,429.6,1338.85,United States,California,6822,Female,34,No,No,No,No,0,No,1
No,0,43,no offer,Yes,31.83,No,Yes,Fiber Optic,10,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,108.15,4600.7,0.0,0,1368.6899999999998,5969.389999999999,United States,California,48690,Female,67,No,Yes,No,No,0,No,1
No,0,5,Offer E,No,0.0,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,24.3,100.2,0.0,0,0.0,100.2,United States,California,19975,Male,35,No,No,No,No,0,No,0
Yes,3,72,Offer A,Yes,47.69,Yes,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.75,1859.1,0.0,0,3433.68,5292.78,United States,California,63288,Male,54,No,No,Yes,Yes,2,Yes,0
Yes,5,3,no offer,Yes,41.9,No,No,no internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.6,55.25,0.0,0,125.7,180.95,United States,California,1254,Female,28,Yes,No,Yes,No,0,Yes,0
No,0,1,Offer E,Yes,11.51,No,Yes,DSL,21,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,46.3,46.3,0.0,0,11.51,57.81,United States,California,12884,Male,71,No,Yes,No,No,0,No,0
Yes,1,38,Offer C,Yes,10.54,No,No,no internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.25,814.75,0.0,0,400.52,1215.27,United States,California,45087,Female,47,No,No,Yes,No,0,Yes,0
No,0,51,no offer,Yes,34.75,Yes,Yes,Cable,59,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,81.15,4126.2,0.0,0,1772.25,5898.45,United States,California,14937,Male,22,Yes,No,No,No,0,No,0
No,0,57,no offer,Yes,9.32,No,Yes,DSL,20,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,54.65,3134.7,0.0,0,531.24,3665.94,United States,California,32685,Male,57,No,No,No,No,0,No,0
Yes,9,65,no offer,Yes,30.44,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,99.35,6347.55,0.0,0,1978.6,8326.15,United States,California,43857,Male,31,No,No,Yes,No,0,Yes,0
Yes,9,56,Offer B,Yes,37.76,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,109.8,6109.65,0.0,0,2114.56,8224.21,United States,California,11266,Female,54,No,No,Yes,No,0,Yes,0
Yes,10,17,Offer D,Yes,9.22,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,92.6,1579.7,0.0,0,156.74,1736.44,United States,California,1519,Female,46,No,No,Yes,No,0,Yes,0
No,0,5,no offer,Yes,19.3,Yes,Yes,Fiber Optic,25,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,75.6,402.5,0.0,10,96.5,509.0,United States,California,13472,Female,50,No,No,No,No,0,No,0
Yes,8,29,no offer,Yes,5.35,Yes,No,no internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,26.1,692.55,0.0,0,155.14999999999998,847.6999999999999,United States,California,25805,Female,62,No,No,Yes,Yes,2,Yes,0
Yes,5,46,no offer,Yes,21.46,Yes,Yes,Fiber Optic,15,No,No,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,100.25,4753.85,0.0,0,987.16,5741.01,United States,California,340,Female,71,No,Yes,Yes,No,0,Yes,0
No,0,22,Offer D,Yes,19.72,Yes,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,One Year,Yes,Credit Card,76.0,1783.6,0.0,0,433.84,2217.44,United States,California,31622,Female,64,No,No,No,No,0,No,0
No,0,9,no offer,Yes,4.02,No,No,no internet,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.9,164.6,0.0,0,36.17999999999999,200.78,United States,California,75319,Male,28,Yes,No,No,No,0,No,0
No,0,52,no offer,No,0.0,No,Yes,DSL,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,63.9,3334.95,0.0,0,0.0,3334.95,United States,California,6216,Male,57,No,No,No,No,0,No,0
No,0,3,Offer E,Yes,40.67,No,Yes,Fiber Optic,58,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,80.1,217.55,0.0,0,122.01,339.56,United States,California,39458,Female,30,No,No,No,No,0,No,1
Yes,6,25,Offer C,No,0.0,No,Yes,DSL,48,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,58.6,1502.65,4.48,0,0.0,1498.17,United States,California,3699,Female,27,Yes,No,Yes,No,0,Yes,1
No,0,9,no offer,Yes,10.66,Yes,Yes,Fiber Optic,15,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,99.45,919.4,0.0,0,95.94,1015.34,United States,California,44099,Male,67,No,Yes,No,No,0,No,1
